,Year,ZIP_Code,Geography_Type,Strata,Strata_Name,Cause,Cause_Desc,ICD_Revision,Count,Annotation_Code,Annotation_Desc,Data_Revision_Date
1091036,1999,93790,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091037,1999,93790,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091038,1999,93790,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091039,1999,93790,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091040,1999,93790,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091041,1999,93790,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091044,1999,93790,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1091056,1999,93791,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091057,1999,93791,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091058,1999,93791,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091059,1999,93791,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091060,1999,93791,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091061,1999,93791,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091062,1999,93791,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091063,1999,93791,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091064,1999,93791,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091065,1999,93791,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091066,1999,93791,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091067,1999,93791,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091068,1999,93791,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091069,1999,93791,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091072,1999,93791,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1091084,1999,93792,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091085,1999,93792,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091086,1999,93792,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091087,1999,93792,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091088,1999,93792,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091089,1999,93792,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091090,1999,93792,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091091,1999,93792,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091092,1999,93792,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091093,1999,93792,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091094,1999,93792,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091095,1999,93792,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091096,1999,93792,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091097,1999,93792,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091100,1999,93792,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1091112,1999,93793,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091113,1999,93793,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091114,1999,93793,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091115,1999,93793,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091116,1999,93793,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091117,1999,93793,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091118,1999,93793,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091119,1999,93793,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091120,1999,93793,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091121,1999,93793,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091122,1999,93793,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091123,1999,93793,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091124,1999,93793,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091125,1999,93793,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091128,1999,93793,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1091140,1999,93794,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091141,1999,93794,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091142,1999,93794,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091143,1999,93794,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091144,1999,93794,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091145,1999,93794,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091146,1999,93794,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091147,1999,93794,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091148,1999,93794,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091149,1999,93794,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091150,1999,93794,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091151,1999,93794,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091152,1999,93794,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091153,1999,93794,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091156,1999,93794,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1091168,1999,93844,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091169,1999,93844,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091170,1999,93844,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091171,1999,93844,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091172,1999,93844,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091173,1999,93844,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091174,1999,93844,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091175,1999,93844,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091176,1999,93844,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091177,1999,93844,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091178,1999,93844,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091179,1999,93844,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091180,1999,93844,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091181,1999,93844,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091184,1999,93844,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1091196,1999,93888,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091197,1999,93888,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091198,1999,93888,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091199,1999,93888,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091200,1999,93888,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091201,1999,93888,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091202,1999,93888,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091203,1999,93888,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091204,1999,93888,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091205,1999,93888,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091206,1999,93888,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091207,1999,93888,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091208,1999,93888,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091209,1999,93888,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1091212,1999,93888,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
1163632,2000,93650,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,37.0,,,12/06/2022
1163633,2000,93650,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1163634,2000,93650,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1163635,2000,93650,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1163636,2000,93650,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1163637,2000,93650,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1163638,2000,93650,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1163639,2000,93650,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1163640,2000,93650,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1163641,2000,93650,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1163642,2000,93650,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,16.0,,,12/06/2022
1163643,2000,93650,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,11.0,,,12/06/2022
1163644,2000,93650,Residence,Gender,Female,ALL,All causes (total),ICD-10,17.0,,,12/06/2022
1163645,2000,93650,Residence,Gender,Male,ALL,All causes (total),ICD-10,20.0,,,12/06/2022
1163648,2000,93650,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164164,2000,93701,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,59.0,,,12/06/2022
1164165,2000,93701,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164166,2000,93701,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1164167,2000,93701,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164168,2000,93701,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1164169,2000,93701,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1164170,2000,93701,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164171,2000,93701,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164172,2000,93701,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164173,2000,93701,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164174,2000,93701,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,11.0,,,12/06/2022
1164175,2000,93701,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,12.0,,,12/06/2022
1164176,2000,93701,Residence,Gender,Female,ALL,All causes (total),ICD-10,33.0,,,12/06/2022
1164177,2000,93701,Residence,Gender,Male,ALL,All causes (total),ICD-10,26.0,,,12/06/2022
1164180,2000,93701,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164192,2000,93702,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,259.0,,,12/06/2022
1164193,2000,93702,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164194,2000,93702,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1164195,2000,93702,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164196,2000,93702,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164197,2000,93702,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164198,2000,93702,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,21.0,,,12/06/2022
1164199,2000,93702,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,20.0,,,12/06/2022
1164200,2000,93702,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,32.0,,,12/06/2022
1164201,2000,93702,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,42.0,,,12/06/2022
1164202,2000,93702,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,61.0,,,12/06/2022
1164203,2000,93702,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,61.0,,,12/06/2022
1164204,2000,93702,Residence,Gender,Female,ALL,All causes (total),ICD-10,138.0,,,12/06/2022
1164205,2000,93702,Residence,Gender,Male,ALL,All causes (total),ICD-10,121.0,,,12/06/2022
1164208,2000,93702,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,11.0,,,12/06/2022
1164220,2000,93703,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,264.0,,,12/06/2022
1164221,2000,93703,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164222,2000,93703,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1164223,2000,93703,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1164224,2000,93703,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164225,2000,93703,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164226,2000,93703,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,12.0,,,12/06/2022
1164227,2000,93703,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,19.0,,,12/06/2022
1164228,2000,93703,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,18.0,,,12/06/2022
1164229,2000,93703,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,33.0,,,12/06/2022
1164230,2000,93703,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,93.0,,,12/06/2022
1164231,2000,93703,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,75.0,,,12/06/2022
1164232,2000,93703,Residence,Gender,Female,ALL,All causes (total),ICD-10,127.0,,,12/06/2022
1164233,2000,93703,Residence,Gender,Male,ALL,All causes (total),ICD-10,137.0,,,12/06/2022
1164236,2000,93703,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,17.0,,,12/06/2022
1164248,2000,93704,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,240.0,,,12/06/2022
1164249,2000,93704,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164250,2000,93704,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1164251,2000,93704,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164252,2000,93704,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164253,2000,93704,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
1164254,2000,93704,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164255,2000,93704,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,13.0,,,12/06/2022
1164256,2000,93704,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,24.0,,,12/06/2022
1164257,2000,93704,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,38.0,,,12/06/2022
1164258,2000,93704,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,68.0,,,12/06/2022
1164259,2000,93704,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,82.0,,,12/06/2022
1164260,2000,93704,Residence,Gender,Female,ALL,All causes (total),ICD-10,121.0,,,12/06/2022
1164261,2000,93704,Residence,Gender,Male,ALL,All causes (total),ICD-10,119.0,,,12/06/2022
1164264,2000,93704,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,19.0,,,12/06/2022
1164276,2000,93705,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,277.0,,,12/06/2022
1164277,2000,93705,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164278,2000,93705,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164279,2000,93705,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164280,2000,93705,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164281,2000,93705,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164282,2000,93705,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,11.0,,,12/06/2022
1164283,2000,93705,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,27.0,,,12/06/2022
1164284,2000,93705,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,23.0,,,12/06/2022
1164285,2000,93705,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,42.0,,,12/06/2022
1164286,2000,93705,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,94.0,,,12/06/2022
1164287,2000,93705,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,66.0,,,12/06/2022
1164288,2000,93705,Residence,Gender,Female,ALL,All causes (total),ICD-10,133.0,,,12/06/2022
1164289,2000,93705,Residence,Gender,Male,ALL,All causes (total),ICD-10,144.0,,,12/06/2022
1164292,2000,93705,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,18.0,,,12/06/2022
1164304,2000,93706,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,289.0,,,12/06/2022
1164305,2000,93706,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,11.0,,,12/06/2022
1164306,2000,93706,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164307,2000,93706,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164308,2000,93706,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164309,2000,93706,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
1164310,2000,93706,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
